"","HLTH_SERVICE_DLVR_AREA_NAME","month","year","date","average_mo"
"117","East Kootenay",11,2022,2022-11-01,0.575538915544549
"118","East Kootenay",12,2020,2020-12-01,0.562915960628637
"119","East Kootenay",12,2021,2021-12-01,0.289507732883789
"120","East Kootenay",12,2022,2022-12-01,0.317549040584973
"121","Fraser East",1,2021,2021-01-01,0.848423711568237
"122","Fraser East",1,2022,2022-01-01,1.13871414233577
"123","Fraser East",1,2023,2023-01-01,0.674157841185578
"124","Fraser East",2,2021,2021-02-01,0.474232469166876
"125","Fraser East",2,2022,2022-02-01,0.832026277372263
"126","Fraser East",2,2023,2023-02-01,0.467241441017189
"127","Fraser East",3,2018,2018-03-01,0.982236079249218
"128","Fraser East",3,2020,2020-03-01,0.655493639207508
"129","Fraser East",3,2021,2021-03-01,1.30281937624419
"130","Fraser East",3,2022,2022-03-01,0.934315129396151
"131","Fraser East",3,2023,2023-03-01,1.03596322992701
"132","Fraser East",4,2018,2018-04-01,1.12678275298627
"133","Fraser East",4,2019,2019-04-01,1.16446040145985
"134","Fraser East",4,2020,2020-04-01,1.72434379562044
"135","Fraser East",4,2021,2021-04-01,1.41965311984931
"136","Fraser East",4,2022,2022-04-01,1.03424212212925
"137","Fraser East",4,2023,2023-04-01,1.25529177615572
"138","Fraser East",5,2018,2018-05-01,3.56148121773189
"139","Fraser East",5,2019,2019-05-01,2.81584904320379
"140","Fraser East",5,2020,2020-05-01,1.38085523114355
"141","Fraser East",5,2021,2021-05-01,1.68122627737226
"142","Fraser East",5,2022,2022-05-01,1.22692528982396
"143","Fraser East",5,2023,2023-05-01,2.81971650576878
"144","Fraser East",6,2018,2018-06-01,2.09657968717414
"145","Fraser East",6,2019,2019-06-01,1.6447596107056
"146","Fraser East",6,2020,2020-06-01,1.48579574738178
"147","Fraser East",6,2021,2021-06-01,1.65443161867706
"148","Fraser East",6,2022,2022-06-01,0.86059805352798
"149","Fraser East",6,2023,2023-06-01,2.06557492486046
"150","Fraser East",7,2018,2018-07-01,3.50157393626491
"151","Fraser East",7,2019,2019-07-01,1.3535866120705
"152","Fraser East",7,2020,2020-07-01,1.59603136988627
"153","Fraser East",7,2021,2021-07-01,5.72847256015139
"154","Fraser East",7,2022,2022-07-01,2.37507983576642
"155","Fraser East",7,2023,2023-07-01,2.45925633319021
"156","Fraser East",8,2018,2018-08-01,27.4108161911082
"157","Fraser East",8,2019,2019-08-01,2.2655103570724
"158","Fraser East",8,2020,2020-08-01,2.05569890510949
"159","Fraser East",8,2021,2021-08-01,10.2005135251181
"160","Fraser East",8,2022,2022-08-01,5.71071456012293
"161","Fraser East",8,2023,2023-08-01,20.6402806687073
"162","Fraser East",9,2018,2018-09-01,2.40991441248032
"163","Fraser East",9,2019,2019-09-01,1.18928295405754
"164","Fraser East",9,2020,2020-09-01,19.0378058704768
"165","Fraser East",9,2021,2021-09-01,2.2328304947283
"166","Fraser East",9,2022,2022-09-01,8.21295079433233
"167","Fraser East",9,2023,2023-09-01,2.16465797705944
"168","Fraser East",10,2018,2018-10-01,2.22708979655226
"169","Fraser East",10,2019,2019-10-01,0.74460559017269
"170","Fraser East",10,2020,2020-10-01,2.04680669099757
"171","Fraser East",10,2021,2021-10-01,0.844339937434828
"172","Fraser East",10,2022,2022-10-01,16.7663132197891
"173","Fraser East",11,2018,2018-11-01,0.385693430656934
"174","Fraser East",11,2019,2019-11-01,1.22188440950777
"175","Fraser East",11,2020,2020-11-01,0.697657393117831
"176","Fraser East",11,2021,2021-11-01,0.680884671532847
"177","Fraser East",11,2022,2022-11-01,0.929176717200075
"178","Fraser East",12,2020,2020-12-01,0.771276464785954
"179","Fraser East",12,2021,2021-12-01,0.421688952456106
"180","Fraser East",12,2022,2022-12-01,0.474190564358198
"181","Fraser North",1,2021,2021-01-01,1.85175606060606
"182","Fraser North",1,2022,2022-01-01,3.15133177083333
"183","Fraser North",1,2023,2023-01-01,2.08709545454545
"184","Fraser North",2,2021,2021-02-01,1.81307011494253
"185","Fraser North",2,2022,2022-02-01,2.79294301075269
"186","Fraser North",2,2023,2023-02-01,1.74185161290323
"187","Fraser North",3,2018,2018-03-01,2.01309523809524
"188","Fraser North",3,2020,2020-03-01,1.43379285714286
"189","Fraser North",3,2021,2021-03-01,2.56424343434343
"190","Fraser North",3,2022,2022-03-01,2.22209090909091
"191","Fraser North",3,2023,2023-03-01,2.1424484375
"192","Fraser North",4,2018,2018-04-01,2.15433644215902
"193","Fraser North",4,2019,2019-04-01,1.7726828125
"194","Fraser North",4,2020,2020-04-01,2.92331302083333
"195","Fraser North",4,2021,2021-04-01,2.40868440860215
"196","Fraser North",4,2022,2022-04-01,2.15319308943089
"197","Fraser North",4,2023,2023-04-01,2.42597611111111
"198","Fraser North",5,2018,2018-05-01,4.65878821138211
"199","Fraser North",5,2019,2019-05-01,3.43605135135135
"200","Fraser North",5,2020,2020-05-01,2.29082673611111
"201","Fraser North",5,2021,2021-05-01,2.44838970588235
"202","Fraser North",5,2022,2022-05-01,2.44450735294118
"203","Fraser North",5,2023,2023-05-01,3.90231182795699
"204","Fraser North",6,2018,2018-06-01,2.83054285714286
"205","Fraser North",6,2019,2019-06-01,2.30278981481481
"206","Fraser North",6,2020,2020-06-01,2.31309311594203
"207","Fraser North",6,2021,2021-06-01,2.5592636766003
"208","Fraser North",6,2022,2022-06-01,1.7313037037037
"209","Fraser North",6,2023,2023-06-01,2.93885294117647
"210","Fraser North",7,2018,2018-07-01,4.56980731707317
"211","Fraser North",7,2019,2019-07-01,2.00534552845528
"212","Fraser North",7,2020,2020-07-01,2.07128333333333
"213","Fraser North",7,2021,2021-07-01,3.02743827160494
"214","Fraser North",7,2022,2022-07-01,3.41020572916667
"215","Fraser North",7,2023,2023-07-01,3.09247549019608
"216","Fraser North",8,2018,2018-08-01,26.6892689393939
"217","Fraser North",8,2019,2019-08-01,2.74399459459459
"218","Fraser North",8,2020,2020-08-01,2.68201388888889
"219","Fraser North",8,2021,2021-08-01,7.98047549019608
"220","Fraser North",8,2022,2022-08-01,6.24815789473684
"221","Fraser North",8,2023,2023-08-01,16.2375806451613
"222","Fraser North",9,2018,2018-09-01,3.0234022875817
"223","Fraser North",9,2019,2019-09-01,2.39068382352941
"224","Fraser North",9,2020,2020-09-01,24.8929397163121
"225","Fraser North",9,2021,2021-09-01,3.36495679012346
"226","Fraser North",9,2022,2022-09-01,6.31696617647059
"227","Fraser North",9,2023,2023-09-01,2.74085714285714
"228","Fraser North",10,2018,2018-10-01,4.20323687943262
"229","Fraser North",10,2019,2019-10-01,1.92233658536585
"230","Fraser North",10,2020,2020-10-01,3.60958784722222
"231","Fraser North",10,2021,2021-10-01,1.77328928571429
"232","Fraser North",10,2022,2022-10-01,9.53770833333333
"233","Fraser North",11,2018,2018-11-01,1.5871380952381
"234","Fraser North",11,2019,2019-11-01,3.25718247863248
"235","Fraser North",11,2020,2020-11-01,2.15055333333333
"236","Fraser North",11,2021,2021-11-01,2.04379193548387
"237","Fraser North",11,2022,2022-11-01,2.24791282051282
"238","Fraser North",12,2020,2020-12-01,2.07538873873874
"239","Fraser North",12,2021,2021-12-01,1.67712747747748
"240","Fraser North",12,2022,2022-12-01,1.62257195121951
"241","Fraser South",1,2021,2021-01-01,12.0942303030303
"242","Fraser South",1,2022,2022-01-01,13.2145444444444
"243","Fraser South",1,2023,2023-01-01,9.28801077441078
"244","Fraser South",2,2021,2021-02-01,7.1556183908046
"245","Fraser South",2,2022,2022-02-01,10.1547713261649
"246","Fraser South",2,2023,2023-02-01,6.00607455197133
"247","Fraser South",3,2018,2018-03-01,6.68507936507937
"248","Fraser South",3,2020,2020-03-01,4.00200634920635
"249","Fraser South",3,2021,2021-03-01,7.8627569023569
"250","Fraser South",3,2022,2022-03-01,7.96602727272727
"251","Fraser South",3,2023,2023-03-01,7.06217083333333
"252","Fraser South",4,2018,2018-04-01,5.76525435882568
"253","Fraser South",4,2019,2019-04-01,5.65768888888889
"254","Fraser South",4,2020,2020-04-01,6.79919861111111
"255","Fraser South",4,2021,2021-04-01,6.93280716845878
"256","Fraser South",4,2022,2022-04-01,5.14167046070461
"257","Fraser South",4,2023,2023-04-01,6.53949925925926
"258","Fraser South",5,2018,2018-05-01,9.69487913279133
"259","Fraser South",5,2019,2019-05-01,8.0929033033033
"260","Fraser South",5,2020,2020-05-01,5.01788796296296
"261","Fraser South",5,2021,2021-05-01,7.0589137254902
"262","Fraser South",5,2022,2022-05-01,5.54680392156863
"263","Fraser South",5,2023,2023-05-01,7.50172043010753
"264","Fraser South",6,2018,2018-06-01,4.80814857142857
"265","Fraser South",6,2019,2019-06-01,4.08242098765432
"266","Fraser South",6,2020,2020-06-01,5.3832077294686
"267","Fraser South",6,2021,2021-06-01,6.30964450097306
"268","Fraser South",6,2022,2022-06-01,5.18366543209877
"269","Fraser South",6,2023,2023-06-01,6.07143790849673
"270","Fraser South",7,2018,2018-07-01,10.1482840108401
"271","Fraser South",7,2019,2019-07-01,4.28153929539295
"272","Fraser South",7,2020,2020-07-01,4.94890335917313
"273","Fraser South",7,2021,2021-07-01,5.840329218107
"274","Fraser South",7,2022,2022-07-01,8.73630555555556
"275","Fraser South",7,2023,2023-07-01,5.03043137254902
"276","Fraser South",8,2018,2018-08-01,38.2476363636364
"277","Fraser South",8,2019,2019-08-01,6.30669069069069
"278","Fraser South",8,2020,2020-08-01,5.36807407407407
"279","Fraser South",8,2021,2021-08-01,8.85856209150327
"280","Fraser South",8,2022,2022-08-01,9.74815789473684
"281","Fraser South",8,2023,2023-08-01,13.4973620071685
"282","Fraser South",9,2018,2018-09-01,7.3471834422658
"283","Fraser South",9,2019,2019-09-01,7.06316339869281
"284","Fraser South",9,2020,2020-09-01,32.9049739952719
"285","Fraser South",9,2021,2021-09-01,7.16284773662551
"286","Fraser South",9,2022,2022-09-01,10.2977490196078
"287","Fraser South",9,2023,2023-09-01,8.72169841269841
"288","Fraser South",10,2018,2018-10-01,14.8015338061466
"289","Fraser South",10,2019,2019-10-01,7.2138189701897
"290","Fraser South",10,2020,2020-10-01,9.87441203703704
"291","Fraser South",10,2021,2021-10-01,5.65531428571429
"292","Fraser South",10,2022,2022-10-01,18.6016469135802
"293","Fraser South",11,2018,2018-11-01,4.08540952380952
"294","Fraser South",11,2019,2019-11-01,13.1520501424501
"295","Fraser South",11,2020,2020-11-01,8.67309079365079
"296","Fraser South",11,2021,2021-11-01,7.55552401433692
"297","Fraser South",11,2022,2022-11-01,8.43706324786325
"298","Fraser South",12,2020,2020-12-01,10.7751903903904
"299","Fraser South",12,2021,2021-12-01,6.80616006006006
"300","Fraser South",12,2022,2022-12-01,6.82119566395664
"301","Kootenay Boundary",1,2021,2021-01-01,0.612939790427641
"302","Kootenay Boundary",1,2022,2022-01-01,0.8507878894081
"303","Kootenay Boundary",1,2023,2023-01-01,0.426993146417446
"304","Kootenay Boundary",2,2021,2021-02-01,0.483599914061661
"305","Kootenay Boundary",2,2022,2022-02-01,0.543809747764044
"306","Kootenay Boundary",2,2023,2023-02-01,0.466160064315144
"307","Kootenay Boundary",3,2018,2018-03-01,0.664428304405875
"308","Kootenay Boundary",3,2020,2020-03-01,0.440750333778371
"309","Kootenay Boundary",3,2021,2021-03-01,0.754374700273766
"310","Kootenay Boundary",3,2022,2022-03-01,0.917618776550552
"311","Kootenay Boundary",3,2023,2023-03-01,0.527636292834891
"312","Kootenay Boundary",4,2018,2018-04-01,0.587765511473659
"313","Kootenay Boundary",4,2019,2019-04-01,0.831711526479751
"314","Kootenay Boundary",4,2020,2020-04-01,0.755120171339564
"315","Kootenay Boundary",4,2021,2021-04-01,0.620739061400864
"316","Kootenay Boundary",4,2022,2022-04-01,0.52839337436365
"317","Kootenay Boundary",4,2023,2023-04-01,0.70567738317757
"318","Kootenay Boundary",5,2018,2018-05-01,1.55477839069979
"319","Kootenay Boundary",5,2019,2019-05-01,1.458142258146
"320","Kootenay Boundary",5,2020,2020-05-01,0.641110514018692
"321","Kootenay Boundary",5,2021,2021-05-01,0.75228946307495
"322","Kootenay Boundary",5,2022,2022-05-01,0.788297599413597
"323","Kootenay Boundary",5,2023,2023-05-01,2.70993588584062
"324","Kootenay Boundary",6,2018,2018-06-01,0.974420151312862
"325","Kootenay Boundary",6,2019,2019-06-01,0.664723814468674
"326","Kootenay Boundary",6,2020,2020-06-01,0.820859894351889
"327","Kootenay Boundary",6,2021,2021-06-01,0.789150507069602
"328","Kootenay Boundary",6,2022,2022-06-01,0.548639460020768
"329","Kootenay Boundary",6,2023,2023-06-01,2.55892285138354
"330","Kootenay Boundary",7,2018,2018-07-01,2.46699813084112
"331","Kootenay Boundary",7,2019,2019-07-01,1.23385760960413
"332","Kootenay Boundary",7,2020,2020-07-01,1.14828796638412
"333","Kootenay Boundary",7,2021,2021-07-01,39.5912403369101
"334","Kootenay Boundary",7,2022,2022-07-01,1.30566316199377
"335","Kootenay Boundary",7,2023,2023-07-01,5.3474513468939
"336","Kootenay Boundary",8,2018,2018-08-01,53.3149184367035
"337","Kootenay Boundary",8,2019,2019-08-01,2.10165930790604
"338","Kootenay Boundary",8,2020,2020-08-01,2.75197377985462
"339","Kootenay Boundary",8,2021,2021-08-01,12.0097987905443
"340","Kootenay Boundary",8,2022,2022-08-01,7.73740285292671
"341","Kootenay Boundary",8,2023,2023-08-01,14.1651106421465
"342","Kootenay Boundary",9,2018,2018-09-01,6.78175297782664
"343","Kootenay Boundary",9,2019,2019-09-01,1.17012061572292
"344","Kootenay Boundary",9,2020,2020-09-01,28.2205538543117
"345","Kootenay Boundary",9,2021,2021-09-01,3.14824783662167
"346","Kootenay Boundary",9,2022,2022-09-01,8.50057177936595
"347","Kootenay Boundary",9,2023,2023-09-01,2.70540186915888
"348","Kootenay Boundary",10,2018,2018-10-01,2.80407407701995
"349","Kootenay Boundary",10,2019,2019-10-01,0.610728212141934
"350","Kootenay Boundary",10,2020,2020-10-01,1.8317774662513
"351","Kootenay Boundary",10,2021,2021-10-01,0.725447263017356
"352","Kootenay Boundary",10,2022,2022-10-01,5.08186438213915
"353","Kootenay Boundary",11,2018,2018-11-01,0.285665153538051
"354","Kootenay Boundary",11,2019,2019-11-01,0.660368655643422
"355","Kootenay Boundary",11,2020,2020-11-01,0.728257943925234
"356","Kootenay Boundary",11,2021,2021-11-01,0.589829886443573
"357","Kootenay Boundary",11,2022,2022-11-01,0.856408978352904
"358","Kootenay Boundary",12,2020,2020-12-01,0.649646712132693
"359","Kootenay Boundary",12,2021,2021-12-01,0.316831935673992
"360","Kootenay Boundary",12,2022,2022-12-01,0.289665466149989
"361","North Shore/Coast Garibaldi",1,2021,2021-01-01,0.267986345989008
"362","North Shore/Coast Garibaldi",1,2022,2022-01-01,0.705413040765391
"363","North Shore/Coast Garibaldi",1,2023,2023-01-01,0.321734099732769
"364","North Shore/Coast Garibaldi",2,2021,2021-02-01,0.179477721039647
"365","North Shore/Coast Garibaldi",2,2022,2022-02-01,0.317640319896946
"366","North Shore/Coast Garibaldi",2,2023,2023-02-01,0.159285942783533
"367","North Shore/Coast Garibaldi",3,2018,2018-03-01,0.254722034704065
"368","North Shore/Coast Garibaldi",3,2020,2020-03-01,0.13804335631091
"369","North Shore/Coast Garibaldi",3,2021,2021-03-01,0.470890818333081
"370","North Shore/Coast Garibaldi",3,2022,2022-03-01,0.486180169414612
"371","North Shore/Coast Garibaldi",3,2023,2023-03-01,0.678478078202995
"372","North Shore/Coast Garibaldi",4,2018,2018-04-01,0.592622278958795
"373","North Shore/Coast Garibaldi",4,2019,2019-04-01,0.397503431780366
"374","North Shore/Coast Garibaldi",4,2020,2020-04-01,0.535782778702163
"375","North Shore/Coast Garibaldi",4,2021,2021-04-01,0.483410037035049
"376","North Shore/Coast Garibaldi",4,2022,2022-04-01,0.328056393815186
"377","North Shore/Coast Garibaldi",4,2023,2023-04-01,0.636908618968386
"378","North Shore/Coast Garibaldi",5,2018,2018-05-01,1.28823151657806
"379","North Shore/Coast Garibaldi",5,2019,2019-05-01,1.48632243558034
"380","North Shore/Coast Garibaldi",5,2020,2020-05-01,0.765955088740987
"381","North Shore/Coast Garibaldi",5,2021,2021-05-01,0.471421062934325
"382","North Shore/Coast Garibaldi",5,2022,2022-05-01,0.402130468826466
"383","North Shore/Coast Garibaldi",5,2023,2023-05-01,2.22970404165101
"384","North Shore/Coast Garibaldi",6,2018,2018-06-01,0.627241340622772
"385","North Shore/Coast Garibaldi",6,2019,2019-06-01,0.528879386208172
"386","North Shore/Coast Garibaldi",6,2020,2020-06-01,0.40856884901975
"387","North Shore/Coast Garibaldi",6,2021,2021-06-01,0.541660705745276
"388","North Shore/Coast Garibaldi",6,2022,2022-06-01,0.379123608800148
"389","North Shore/Coast Garibaldi",6,2023,2023-06-01,0.861255554468043
"390","North Shore/Coast Garibaldi",7,2018,2018-07-01,0.921687658780082
"391","North Shore/Coast Garibaldi",7,2019,2019-07-01,0.684939572257619
"392","North Shore/Coast Garibaldi",7,2020,2020-07-01,0.545068482761289
"393","North Shore/Coast Garibaldi",7,2021,2021-07-01,1.04559068219634
"394","North Shore/Coast Garibaldi",7,2022,2022-07-01,0.536426164725458
"395","North Shore/Coast Garibaldi",7,2023,2023-07-01,3.54457355388079
"396","North Shore/Coast Garibaldi",8,2018,2018-08-01,75.4222830131599
"397","North Shore/Coast Garibaldi",8,2019,2019-08-01,0.767789917704726
"398","North Shore/Coast Garibaldi",8,2020,2020-08-01,0.561101913477537
"399","North Shore/Coast Garibaldi",8,2021,2021-08-01,1.37068728589606
"400","North Shore/Coast Garibaldi",8,2022,2022-08-01,2.38897539189071
"401","North Shore/Coast Garibaldi",8,2023,2023-08-01,8.8424037357093
"402","North Shore/Coast Garibaldi",9,2018,2018-09-01,1.88298963165965
"403","North Shore/Coast Garibaldi",9,2019,2019-09-01,0.531575961632573
"404","North Shore/Coast Garibaldi",9,2020,2020-09-01,10.2654016355719
"405","North Shore/Coast Garibaldi",9,2021,2021-09-01,0.628767116534171
"406","North Shore/Coast Garibaldi",9,2022,2022-09-01,2.46779561515122
"407","North Shore/Coast Garibaldi",9,2023,2023-09-01,0.601194675540765
"408","North Shore/Coast Garibaldi",10,2018,2018-10-01,1.07651761957022
"409","North Shore/Coast Garibaldi",10,2019,2019-10-01,0.301478056897042
"410","North Shore/Coast Garibaldi",10,2020,2020-10-01,0.762281489184692
"411","North Shore/Coast Garibaldi",10,2021,2021-10-01,0.292271119562634
"412","North Shore/Coast Garibaldi",10,2022,2022-10-01,2.70498238121649
"413","North Shore/Coast Garibaldi",11,2018,2018-11-01,0.143586213453768
"414","North Shore/Coast Garibaldi",11,2019,2019-11-01,0.455095012585861
"415","North Shore/Coast Garibaldi",11,2020,2020-11-01,0.229821744711196
"416","North Shore/Coast Garibaldi",11,2021,2021-11-01,0.23186843432988
"417","North Shore/Coast Garibaldi",11,2022,2022-11-01,0.406360339604932
"418","North Shore/Coast Garibaldi",12,2020,2020-12-01,0.421313558483608
"419","North Shore/Coast Garibaldi",12,2021,2021-12-01,0.151684062598372
"420","North Shore/Coast Garibaldi",12,2022,2022-12-01,0.22384015259121
"421","North Vancouver Island",1,2021,2021-01-01,0.319678015049827
"422","North Vancouver Island",1,2022,2022-01-01,0.885909395973154
"423","North Vancouver Island",1,2023,2023-01-01,0.387029055657244
"424","North Vancouver Island",2,2021,2021-02-01,0.188536079611201
"425","North Vancouver Island",2,2022,2022-02-01,0.37052516417695
"426","North Vancouver Island",2,2023,2023-02-01,0.152408544417984
"427","North Vancouver Island",3,2018,2018-03-01,0.301344455097475
"428","North Vancouver Island",3,2020,2020-03-01,0.170761265580058
"429","North Vancouver Island",3,2021,2021-03-01,0.455790115924344
"430","North Vancouver Island",3,2022,2022-03-01,0.429628289607484
"431","North Vancouver Island",3,2023,2023-03-01,0.655264597315436
"432","North Vancouver Island",4,2018,2018-04-01,0.629628094843581
"433","North Vancouver Island",4,2019,2019-04-01,0.470309451901566
"434","North Vancouver Island",4,2020,2020-04-01,0.455716750559284
"435","North Vancouver Island",4,2021,2021-04-01,0.527084996752544
"436","North Vancouver Island",4,2022,2022-04-01,0.379233349702625
"437","North Vancouver Island",4,2023,2023-04-01,0.450526562266965
"438","North Vancouver Island",5,2018,2018-05-01,1.07299128062422
"439","North Vancouver Island",5,2019,2019-05-01,1.16550321059314
"440","North Vancouver Island",5,2020,2020-05-01,0.787787919463087
